"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0002227","BP","GO:0002227","innate immune response in mucosa",19,0.851047217725653,2.26176880270303,3.88780177056119e-07,0.000281052724359114,0.000253618609281489,43,"tags=53%, list=0%, signal=53%","Defa41/Defa21/Defa30/Defa17/Defa22/Defa34/Defa20/Defa24/Defa2/Defa5"
"GO:0019730","BP","GO:0019730","antimicrobial humoral response",90,0.573240540611314,2.10604527156025,4.76133200735079e-07,0.000292348949169923,0.000263812187134831,1402,"tags=34%, list=10%, signal=31%","Defa41/Defa21/Reg1/Defa30/Defa17/Defa22/Defa34/Defa20/Defa24/Npy/Defa2/Defa5/Wfdc15b/Nppb/Pgc/F2/Mmp7/Reg3b/Pglyrp4/Wfdc3/Wfdc18/Ccl27a/Reg3g/Cxcl2/Ccl17/Nod2/Pomc/Cxcl3/Pla2g6/Ccl25/Ppl"
"GO:0005903","CC","GO:0005903","brush border",124,-0.556282893358128,-1.98375561247592,4.77934650302943e-07,0.000292348949169923,0.000263812187134831,2900,"tags=51%, list=20%, signal=41%","Slc27a4/Slc22a5/Capza2/Eps8/Myl6/Ezr/Ace/Flii/Dcxr/Itpr3/Slc28a2/Diaph1/Lima1/Ralgds/Cgn/Gna13/Flnb/Myh11/Myo6/B4galt1/Vil1/Myo5b/Myo18a/Actn3/Slc9a3r1/Abcg3/Slc5a6/Slc5a1/Ush1c/Plec/Pth1r/Slc26a4/Slc22a21/Myo1d/Slc6a19/Slc46a1/Myh14/Pls1/Myo1a/Espn/Scin/Trpm6/Ace2/Coro2a/Cdhr5/Treh/Abcg2/Pdzd3/Slc7a9/Anks4b/Myo15b/Cdhr2/Slc9a2/Slc5a8/Abcb1a/Muc3/Slc15a1/Slc6a14/Car4/Slc26a3/Ptger3/Sis/Slc3a1"
"GO:0061844","BP","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",71,0.61172435220499,2.15006406886752,6.20693583750808e-07,0.000329050358532429,0.000296931098977492,1402,"tags=38%, list=10%, signal=35%","Defa41/Defa21/Reg1/Defa30/Defa17/Defa22/Defa34/Defa20/Defa24/Npy/Defa2/Defa5/Nppb/Pgc/F2/Mmp7/Reg3b/Pglyrp4/Ccl27a/Reg3g/Cxcl2/Ccl17/Nod2/Pomc/Cxcl3/Ccl25/Ppl"
"GO:0006690","BP","GO:0006690","icosanoid metabolic process",94,-0.598516143410381,-2.0418382488679,5.89710126785733e-07,0.000329050358532429,0.000296931098977492,1109,"tags=45%, list=8%, signal=42%","Tnfrsf1a/Mgst2/Cd74/Tlr4/Cyp2b10/Cyp2u1/Abcc10/Cyp2j6/Daglb/Sco1/Ptgis/Acox1/Cyp2d22/Syk/Pla2g10/Cyp2c66/Cyp4f40/Cyp2d26/Cyp2c69/Pla2g5/Mgst3/Edn2/Cyp2d34/Ces2a/Akr1c18/Pla2g4f/Pla2g3/Cyp2d10/Ces2e/Ces2c/Cyp2d12/Cyp2c68/Cyp2f2/Hpgd/Cyp2s1/Cyp4f14/Ces2f/Akr1c14/Cyp2d9/Dpep1/Cyp2c65/Cyp2c55"
"GO:0044409","BP","GO:0044409","entry into host",85,-0.607588191237633,-2.04839012591681,6.79689807012343e-07,0.000337805834085135,0.000304831935158101,2359,"tags=38%, list=16%, signal=32%","Cd74/Trim26/Vamp8/Trim25/Smpd1/Trim30b/Trim34a/AU040320/Tmprss2/Trim12c/Trim14/Spint1/Tpcn1/Trim30a/Naip5/Cav1/Tmprss11e/Trim6/Ptx3/Trim12a/Gsn/Ifitm6/Tmprss11d/Agtr1a/Ciita/Trim30d/Trim10/Trim31/Trim5/Ace2/Hs3st5/Trim38"
"GO:0022890","MF","GO:0022890","inorganic cation transmembrane transporter activity",405,-0.416738048568248,-1.6783972251925,7.27558718650406e-07,0.000340326290041649,0.00030710636439875,2400,"tags=33%, list=16%, signal=28%","Abcc8/Slc45a3/Chp1/Slc39a2/Atp1b1/Ano10/Tmem38b/Uqcrfs1/Cox6c/Ptk2b/Nipal3/Slc30a4/Atp1b2/Grin1/Trpm1/Slc30a1/Slc1a1/Slc12a8/Kcnip4/Hcn3/Atp6v0a1/Trpc6/Cox5a/Mcu/Fxyd4/Atp6v0d1/Unc80/Atp1a1/Atp2b1/Kcnk10/Psen1/Kcnh1/Ano1/Scn8a/CYTB/Slc20a1/Pkdrej/Cox6a1/Mcoln2/Tmem63a/Slc8a1/Trpa1/Slc6a20a/Slc39a11/Kcnh3/COX3/Cox7a1/Slc5a3/Hcn2/Slc5a6/Slc5a1/Tpcn1/Lrrc55/Slc5a9/Slc39a9/Tmco3/Pkd1l3/COX2/COX1/P2rx5/Slc13a3/ATP6/Slc41a2/Scnn1b/Stim1/Hrh1/Snap25/Slc8b1/Trpm4/Ryr3/P2rx4/Slc36a2/Cnga3/Chrnb4/Lrrc26/Grik3/Scn3a/Slc46a1/Slc40a1/Tmem37/P2rx6/Slc9a7/Kcnq3/Htr3a/Slc39a4/Tmc1/Calhm6/Grin2d/Slc2a13/Slc10a5/Kcnk5/Trpv6/Kcnk6/Slc36a1/Kcnj15/Kcnn3/Scnn1g/Slc39a5/Trpm6/Atp2a3/Slc6a8/Cacna1b/Cnnm4/Slc24a3/Kcna5/Slc4a4/Trpv3/Gpm6a/Atp2c2/Cacna2d2/Cacna1e/Rhbg/Kcnk4/Slc9a2/Gria4/Scnn1a/Kcnd3/Slc5a8/Slc15a1/Slc13a1/Slc10a6/Grin3a/Kcnf1/Cacnb2/Slc6a4/Atp12a/Nalf1/Slc10a4/Slc8a3/Kcnab1/Asic2/Slc5a7/Kcna2"
"GO:0008202","BP","GO:0008202","steroid metabolic process",253,-0.460222741040969,-1.77852642971659,7.92682855704429e-07,0.000350189670475645,0.000316006960662988,2903,"tags=38%, list=20%, signal=31%","Srd5a1/Gba/Ebpl/Ugt2b34/Ttc39b/Abca5/Bdh1/Cyp2r1/Sc5d/Thrb/Lss/Ldlr/Pex2/Star/Hnf1a/Asah1/Kcnma1/Lrp1/Lima1/Hsd17b11/Sdr42e1/Cbr1/Smpd1/Cyp2b10/Sqle/Bmp2/Stard4/Dhcr7/Nr0b1/Dhcr24/Atp1a1/Snai1/Hmgcs1/Insig1/Abcg4/Ppargc1a/Cyp7b1/Hsd17b7/Bmp5/Msmo1/Nr3c1/Lipa/Egr1/Scnn1b/Akr1c19/Hrh1/Pdgfra/Cyp2d22/Dgat2/Erlin1/Acaa1b/Dhrs9/Hsd17b2/Ugt2b5/Akr1c13/Cyp2d26/Clcn2/Nr1d1/Ugt1a7c/Agtr1a/Malrd1/Ces1f/Ephx2/Snai2/Akr1c12/Ces1e/Fmo5/Ces1g/Pmp22/Srd5a2/Saa1/Rorc/Dhrs11/Cyp2d34/Hsd11b2/Akr1c18/Ugt1a1/Nr5a2/Sult1a1/Ugt2b36/Nr1h4/Cyp3a13/Ces1d/Fabp6/Apob/Rdh16/Prkaa2/Cyp2d10/Cyp26b1/Cyp2d12/Wnt4/Akr1c14/Cyp2d9/Hsd3b3/Hsd3b2"
"GO:0009897","CC","GO:0009897","external side of plasma membrane",415,-0.41072109844593,-1.65079214258944,8.81096390057954e-07,0.00036876202598636,0.000332766431635738,2764,"tags=32%, list=19%, signal=27%","Cd28/Dag1/H60c/Cd59a/Ace/Trdv4/Ighv1-64/Ighv13-2/Flt3/Ighv9-3/Il6ra/Ldlr/Spn/Cd79b/H2-Eb1/Enpp3/Kcnma1/Il9r/Lrp1/Cd74/H2-T24/Fcna/Cxcr2/H2-Ab1/Itgb6/Ly6c1/Cxcr6/Tlr4/B2m/Atp1b2/Ighv3-5/Fcmr/Cd8a/Il12rb1/H2-Q4/Rtn4r/Fcer2a/Ly6a/H2-K1/H2-Aa/B4galt1/Ano1/H2-T23/Fcgrt/Ackr4/Neu3/H2-M2/H2-D1/Tnfrsf11a/Cxcl12/Tnfrsf14/Stab2/Iglc2/Clec2d/L1cam/H2-T22/Itga7/Slamf6/Itga4/Adgra3/H2-Q7/H2-Q6/Raet1e/Scnn1b/Plet1/Ceacam1/Cxcr5/Pdgfra/Btn1a1/Cr2/Fas/Scara5/Sele/Clec4a1/Cd55/Mill2/Ackr2/Cd274/Tnfsf13/H2-Q10/Ighv5-9/Clec14a/Cxcl10/Nt5e/Tmc1/Klrk1/Ly75/Ighv1-82/Ighv1-63/Scnn1g/Ccr6/Cd22/Ms4a1/Cxcr3/Ighd/Ighv9-1/Klrd1/Lgals3/Musk/H2-Q2/Btnl2/Rorc/Ly6g/Abcg2/Gfra3/Ighg3/Scnn1a/H2-Q1/Gfra2/Cd226/Clec2h/Muc16/Muc3/Btnl1/H2-Eb2/Tnfrsf13c/Aqp4/Btnl4/Ighv1-42/Btnl6/Car4/Ighv14-4/H2-T3/Ighv9-2/Cd163/Ighv10-1/Alpi/Ighv1-62-2/Ighv1-5/Ighv1-78/Ighv1-31/Ighv9-4/Astn1"
"GO:0044000","BP","GO:0044000","movement in host",104,-0.577718103229228,-1.99970588077715,1.03854990315892e-06,0.000412927441495988,0.000372620773149178,2359,"tags=36%, list=16%, signal=30%","Cd74/Trim26/Vamp8/Trim25/Smpd1/Trim30b/Trim34a/Chmp2b/Chmp1a/AU040320/Chmp4c/Tmprss2/Trim12c/Trim14/Spint1/Chmp6/Tpcn1/Trim30a/Naip5/Cav1/Tmprss11e/Trim6/Ptx3/Trim12a/Gsn/Ifitm6/Tmprss11d/Agtr1a/Ciita/Trim30d/Trim10/Trim31/Trim5/Ace2/Pcx/Hs3st5/Trim38"
"GO:0008324","MF","GO:0008324","cation transmembrane transporter activity",445,-0.408202612258893,-1.64791022626248,1.51601173340822e-06,0.000574063109717248,0.000518027668503452,2400,"tags=32%, list=16%, signal=27%","Abcc8/Slc45a3/Chp1/Slc39a2/Atp1b1/Ano10/Tmem38b/Uqcrfs1/Cox6c/Ptk2b/Nipal3/Slc30a4/Atp1b2/Grin1/Trpm1/Slc30a1/Slc1a1/Slc12a8/Kcnip4/Hcn3/Atp6v0a1/Trpc6/Cox5a/Mcu/Fxyd4/Atp6v0d1/Unc80/Atp1a1/Atp2b1/Kcnk10/Psen1/Kcnh1/Ano1/Scn8a/CYTB/Slc20a1/Pkdrej/Cox6a1/Slc44a1/Slc41a3/Mcoln2/Tmem63a/Slc8a1/Trpa1/Slc6a20a/Slc39a11/Kcnh3/COX3/Cox7a1/Slc5a3/Hcn2/Slc25a42/Slc5a6/Slc5a1/Tpcn1/Lrrc55/Slc5a9/Slc39a9/Tmco3/Pkd1l3/COX2/COX1/P2rx5/Slc13a3/ATP6/Slc41a2/Scnn1b/Stim1/Hrh1/Snap25/Slc8b1/Slc22a21/Trpm4/Ryr3/P2rx4/Slc36a2/Cnga3/Chrnb4/Lrrc26/Grik3/Scn3a/Slc46a1/Slc40a1/Tmem37/P2rx6/Slc9a7/Kcnq3/Htr3a/Slc39a4/Tmc1/Slc25a20/Calhm6/Grin2d/Slc2a13/Slc10a5/Kcnk5/Trpv6/Kcnk6/Slc36a1/Kcnj15/Kcnn3/Scnn1g/Slc39a5/Trpm6/Atp2a3/Slc6a8/Cacna1b/Cnnm4/Slc24a3/Slc44a4/Kcna5/Slc4a4/Trpv3/Gpm6a/Atp2c2/Cacna2d2/Cacna1e/Rhbg/Kcnk4/Slc9a2/Gria4/Scnn1a/Kcnd3/Slc5a8/Slc15a1/Slc6a14/Slc13a1/Slc47a1/Slc10a6/Grin3a/Kcnf1/Cacnb2/Slc6a4/Atp12a/Nalf1/Slc10a4/Slc8a3/Kcnab1/Asic2/Slc5a7/Kcna2"
"GO:0046718","BP","GO:0046718","viral entry into host cell",81,-0.614722290725988,-2.05577234531237,1.65817130888012e-06,0.000599353556737031,0.000540849464719414,2359,"tags=38%, list=16%, signal=32%","Cd74/Trim26/Vamp8/Trim25/Smpd1/Trim30b/Trim34a/AU040320/Tmprss2/Trim12c/Trim14/Spint1/Tpcn1/Trim30a/Cav1/Tmprss11e/Trim6/Ptx3/Trim12a/Gsn/Ifitm6/Tmprss11d/Agtr1a/Ciita/Trim30d/Trim10/Trim31/Trim5/Ace2/Hs3st5/Trim38"
"GO:0035458","BP","GO:0035458","cellular response to interferon-beta",38,-0.727541173733164,-2.10422386687438,1.88598352182933e-06,0.0006520583028516,0.000588409595803685,1274,"tags=50%, list=9%, signal=46%","Oas1c/Trim6/Tgtp2/Irf1/Irgm2/Oas1g/Irgm1/Ifi47/Gbp2b/Ifit3/Oas1a/Igtp/Gbp7/Gbp3/Ifit1/Gbp2/Tgtp1/Ifi206/Iigp1"
